0.165
0.165
0.164
0.164
0.168
0.170
0.176
0.176
0.176
0.177
0.181
0.181
0.184
0.184
0.182
0.182
0.169
0.171
0.157
0.157
0.157
0.155
0.151
0.151
0.152
0.154
0.155
0.155
0.153
0.155
0.155
0.155
0.155
0.153
0.153
0.153
0.152
0.152
0.151
0.151
0.148
0.150
0.148
0.148
0.148
0.146
0.150
0.150
0.152
0.152
0.153
0.153
0.143
0.149
0.145
0.145
0.145
0.143
0.146
0.146
0.150
0.148
0.147
0.152
0.153
0.155
0.157
0.157
0.157
0.155
0.167
0.167
0.173
0.173
0.173
0.175
0.167
0.169
0.169
0.169
0.169
0.167
0.203
0.203
0.225
0.225
0.226
0.225
0.197
0.199
0.179
0.179
0.179
0.177
0.194
0.194
0.203
0.203
0.205
0.205
0.197
0.188
0.186
0.186
0.187
0.190
0.195
0.195
0.201
0.201
0.205
0.205
0.206
0.206
0.204
0.204
0.204
0.204
0.214
0.214
0.233
0.227
0.228
